first_name,last_name,id_number,employment_start_date,monthly_salary,department,multisport
Dariusz  ,Ziółkowski,IT/561202/2016,2016-04-29T00:00:00,6499.35 PLN,IT,tak
Rozalia,pietrzak,lo/603355/2013,2013-09-22T00:00:00,3326.4 pln,LOGISTYKA,Prawda
Wiktoria ,Kowalska,KA.604593.2017,2017-02-23,3485.0200000000004 zł,KADRY,NIE
Olga,Pawłowska,LO/762785/2016 ,2016-06-18,3633.3900000000003 złotych    ,LOGISTYKA,FAŁSZ
ludwik,WYSOCKI,LO/518694/2010,2010-03-02,"3 126,6000000000004 pln",LOGISTYKA,NIE MA
Henryk ,Borkowski,CZ/783410/2015,2015-07-04 ,2872.6 złotych,CZYSTOŚĆ,false
 ,Kowalczyk,ka/441467/2016,2016-04-29T00:00:00,3687.574000000001 złotych,,1
Rozalia,MAJEWSKA,sp/581869/2011,2011-02-15,4359.0 zł,SPRZEDAŻ,0
Stanisław,Zakrzewski,KS/429195/2013,2013/04/25  ,6900.2 złotych,KSIĘGOWOŚĆ,0
Julian,Kozłowski,cz/374398/2011,2011-05-26,2310.9 złotych,CZYSTOŚĆ ,NIE MA
Aleksander,Czarnecki  ,LO/863702/2011,2011-12-12,5005.935 złotych,LOGISTYKA,MA
Rozalia,MICHALSKA,LO/959562/2015,2015-02-04,4136.400000000001 zł,LOGISTYKA,Fałsz 
Sławomir,sokołowski,KS/303332/2016 ,2016/09/26,"6 028,000000000001 zł",KSIĘGOWOŚĆ,MA 
Helena,Witkowska,SP/257100/2012,2012/08/18,3865.5 pln ,SPRZEDAŻ,nie 
Danuta,Jabłońska,LO/976203/2011 ,2011-07-15,"3 362,0400000000004 ZŁ",LOGISTYKA,False
Marian,KRAWCZYK,KS/323020/2017,2017/10/31,"5 598,0 PLN",KSIĘGOWOŚĆ,NIE
Zuzanna,Witkowska,KA/640862/2014,2014-07-19T00:00:00,5399.735000000001 PLN,KADRY,Prawda 
hanna,Kowalczyk,LO/243449/2017,2017-12-20T00:00:00,3017.52 PLN,LOGISTYKA,false
Cezary,sikora,IT/188636/2010,2010-12-27,"7 928,250000000001 pln",IT,True
Olga ,Kamińska,KA/614030/2013,2013/01/15,4478.864500000001 ZŁ,KADRY,Tak
alojzy,Krawczyk,SP/586914/2012,2012/01/31,"4 485,0 zł  ",SPRZEDAŻ,FAŁSZ
JADWIGA ,Krawczyk,SP/872280/2016,2016-08-07,"3 876,8399999999997 zł",SPRZEDAŻ,Prawda
LESZEK,Szulc ,cz/275395/2016,2016/01/20,3198.0 ZŁ,CZYSTOŚĆ,NIE MA 
Waldemar,Krupa,MA/562331/2015,2015-02-04T00:00:00,4799.52 zł,MARKETING,
Stefan,Kozłowski,MA/717595/2014,2014-05-30T00:00:00,4026.56 pln,MARKETING,nie
ANTONI,Kowalski,SP/492611/2010,2010/04/21,3671.2500000000005 pln ,SPRZEDAŻ,true
Alojzy,KWIATKOWSKI,ka/752632/2018,2018/02/08,4010.1600000000003 pln,KADRY ,MA
Sławomir,Szewczyk,OC/864311/2013,2013-06-14,2689.5 zł,OCHRONA ,
Janusz,Laskowski ,SP/387528/2017,2017-07-23T00:00:00,3552.0 zł,SPRZEDAŻ,FAŁSZ  
Ryszard,Baran ,KS/728563/2013,2013-04-25,"6 374,060000000001 pln ",KSIĘGOWOŚĆ,MA 
Henryka,Stępień,lo/664032/2013,2013-08-03 ,4123.845 zł,LOGISTYKA,nie ma
Henryka,,OC_951657_2014,2014/09/07 ,3128.62 ZŁ,OCHRONA,False
gabriela,,KS/885980/2014,2014-04-10,6630.8 PLN ,KSIĘGOWOŚĆ,Tak 
CELINA,michalska,SP-945660-2013,2013-09-22  ,"3 394,5 zł",SPRZEDAŻ,0
Marta,Baran,MA.695485.2017 ,2017-06-03,4728.0 PLN,MARKETING,FAŁSZ
Grzegorz,Kwiatkowski,MA/752477/2015,2015/07/04,5592.8 PLN,MARKETING,  
Sylwia ,WRÓBLEWSKA,MA/393678/2013,2013/08/03,"5 061,12 pln",MARKETING,NIE MA
Genowefa,Kozłowska,ma/350769/2017,2017-12-20,5494.720000000001 PLN,MARKETING,Tak 
Aleksander,Kaczmarek,CZ-576807-2010 ,2010-01-11,2441.0 ZŁ,CZYSTOŚĆ,NIE MA
Grzegorz,Bąk,KA/636580/2009,2009-10-03,4902.0455 ZŁ,KADRY,True
krystyna,Wiśniewska,sp/326926/2012,2012-01-31T00:00:00,"3 945,1499999999996 złotych",SPRZEDAŻ,Fałsz
Łucja,Zając,sp/252474/2018,2018-10-16T00:00:00,4131.6 zł,SPRZEDAŻ,TAK
dariusz ,Walczak,KS/158176/2013,2013-11-11,6988.0 złotych ,KSIĘGOWOŚĆ,Fałsz
Andrzej ,Nowak ,MA/723389/2012,2012/06/29,4712.0 zł ,MARKETING,False
iwona,Witkowska,sp/947451/2010 ,2010-06-10T00:00:00,"5 240,4 pln",SPRZEDAŻ,false
Ireneusz ,Maciejewski,sp/896504/2012,2012-06-29T00:00:00,4331.745000000001 ZŁ,SPRZEDAŻ,Prawda
grażyna,Nowak ,ks/920154/2011 ,2011-09-03,4226.6 ZŁ,KSIĘGOWOŚĆ,NIE MA
Mirosława,Dudek,KS/678007/2016,2016-03-10,"6 571,8 PLN",KSIĘGOWOŚĆ,false
Zbigniew,Michalski,MA.151216.2010,2010-11-07,3408.6400000000003 złotych,MARKETING,false
Alojzy ,KRAWCZYK,LO_175127_2010,2010-12-27T00:00:00,"4 079,7000000000003 ZŁ",LOGISTYKA,Nie
Alfred,Urbański,CZ-330668-2015,2015/10/12,3485.0 ZŁ,CZYSTOŚĆ,FAŁSZ
PRZEMYSŁAW,Sikorski,sp/626778/2014,2014/09/07,4327.5 zł,SPRZEDAŻ,Nie 
Arkadiusz,Pawlak,IT/189661/2015,2015-02-04,5958.75 pln,,FAŁSZ
jarosław,Kowalski,KS/829514/2014 ,2014/04/10,4907.0 zł,KSIĘGOWOŚĆ,false
Agnieszka,Walczak,CZ.429126.2010,2010-04-21T00:00:00,3428.1 ZŁ,CZYSTOŚĆ,FAŁSZ
Witold,Lis,IT-620845-2012,2012-01-31   ,6587.25 złotych,IT,False
Monika ,Mazur,LO/719230/2011,2011/04/06,3654.8550000000005 ZŁ,LOGISTYKA,false
SABINA,Witkowska,cz/896551/2010,2010/01/11,2866.0 pln ,CZYSTOŚĆ,Nie
Aneta,KACZMAREK,CZ/661111/2010,2010/01/11,3228.0 PLN,CZYSTOŚĆ,nie
Wiesław,Makowski,sp/476009/2017,2017-06-03T00:00:00,"4 293,299999999999 zł",SPRZEDAŻ,false 
Arkadiusz,Zając,MA/884974/2015,2015-08-23,"3 677,2800000000007 PLN",MARKETING,Fałsz
Andrzej,Malinowski,KA_697760_2015,2015-05-15,4796.165000000001 zł     ,KADRY,NIE
Katarzyna,Witkowska,LO/147916/2013,2013/11/11,4638.6 zł,LOGISTYKA,0
Adam,kaźmierczak,ma/731416/2014,2014-02-19T00:00:00,"4 414,88 pln",MARKETING,Fałsz
Ryszard,Kamiński,LO/590409/2013,2013-03-06,3541.428000000001 złotych ,LOGISTYKA ,Tak
Lucjan,Zalewski,CZ.165193.2014,2014-05-30 ,2754.4 zł,CZYSTOŚĆ,MA 
Alojzy,Ziółkowski,lo/274150/2018,2018-03-30,3624.8850000000007 zł,LOGISTYKA,
Zdzisława,Dąbrowska,SP/432966/2015,2015/05/15,3591.6000000000004 ZŁ,SPRZEDAŻ,0
Aldona,dąbrowska,sp/795416/2011,2011/09/03  ,"5 161,35 ZŁ",SPRZEDAŻ,FAŁSZ
Zenon,Lewandowski,OC/214621/2017,2017/01/04,2997.5000000000005 ZŁ,OCHRONA,
DANUTA,JASIŃSKA,sp/525498/2012,2012-06-29,4915.35 ZŁ,SPRZEDAŻ,
leon,Król,lo/842967/2010,2010-12-27,"3 529,4400000000005 pln",LOGISTYKA,nie ma
józef,Lewandowski,ks/342243/2016,2016-01-20,7616.400000000001 ZŁ,KSIĘGOWOŚĆ,True
MARIUSZ,Walczak,sp/742175/2009,2009-11-22T00:00:00,4692.6 zł,SPRZEDAŻ,tak
Adela,Górska,SP-926534-2017,2017/12/20,4375.5 złotych,SPRZEDAŻ,NIE
Edward,Laskowski  ,ks/327841/2013,2013-08-03 ,4202.8 złotych,KSIĘGOWOŚĆ,NIE MA
Michalina,Piotrowska,ma/539982/2018,2018-10-16,4428.8 ZŁ,MARKETING,nie
Franciszek,Borkowski,sp/700021/2016,2016-09-26T00:00:00,4663.56 złotych,SPRZEDAŻ,Tak
Eugeniusz,Szewczyk,SP/493308/2016,2016-03-10,4891.5 złotych,SPRZEDAŻ,nie ma
aleksander,Kucharski,KS/997451/2017 ,2017-12-20T00:00:00,5234.0 zł,KSIĘGOWOŚĆ,
Antonina,Górska,LO/318264/2017,2017/09/11,3138.75 zł,LOGISTYKA,NIE
,Szczepański,SP/168248/2013,2013/06/14,4598.55 zł,SPRZEDAŻ,True
Jacek,Stępień,MA.885095.2011,2011-10-23T00:00:00,"3 643,0400000000004 PLN",MARKETING,nie ma  
cezary,Jankowski,CZ/897805/2015,2015-05-15,2612.0 pln,CZYSTOŚĆ,False
Sabina ,Piotrowska,ka/112513/2015,2015/03/26,4362.754000000001 pln,KADRY,true
Hanna,Nowakowska,LO/361340/2014,2014-12-16,3171.9600000000005 ZŁ,LOGISTYKA,Prawda
Bogusław,Dąbrowski,SP/872200/2013,2013/12/31,3463.5 PLN,SPRZEDAŻ  ,False
Tomasz,Chmielewski,SP-547894-2013,2013-08-03,3913.9649999999997 PLN,SPRZEDAŻ,True
Gertruda,Mazur,ks/806538/2016,2016/08/07,5828.0 ZŁ,KSIĘGOWOŚĆ,nie
Eugeniusz,Sadowski ,KA/781481/2014,2014-09-07T00:00:00,4756.950000000001 zł,KADRY,MA
leokadia  ,KOWALSKA ,za/618706/2017,2017-09-11,81075.0 pln,ZARZĄD,false
Kazimierz,Krupa ,KS/960915/2015 ,2015-07-04T00:00:00 ,5354.0 pln,KSIĘGOWOŚĆ,nie ma
Stefania,,LO/272524/2016,2016-03-10,3227.175 zł,LOGISTYKA,NIE MA
WERONIKA,MAJEWSKA,ma/507254/2018,2018-03-30,5348.4800000000005 ZŁ,MARKETING,NIE
LUCJAN,Dudek,IT/623349/2018,2018-03-30,8493.75 ZŁ,IT,FAŁSZ
kazimiera,Pawłowska,lo/366880/2010,2010-06-10,"3 110,5350000000003 zł",LOGISTYKA,NIE
Jolanta,ostrowska,SP.614280.2012,2012-05-10,3222.4500000000003 złotych ,SPRZEDAŻ,False
Justyna,Kwiatkowska ,ks/111502/2018,2018-03-30,6608.6 ZŁ,KSIĘGOWOŚĆ,FAŁSZ
Sabina,Sikora,MA/676898/2011,2011-07-15  ,4120.0 ZŁ,MARKETING,Nie
Bernadeta,Walczak,ZA/872030/2010,2010-11-07,76255.0 ZŁ,ZARZĄD,nie ma
